,Stanowisko,Szacunkowe Wynagrodzenie,Nazwa Firmy,Lokacja-Miasto,Lokacja-Stan,Minimalne Wyn. Roczne,Maksymalne Wyn. Roczne,Średnie Wyn. Roczne,Branża,Sektor,Przychód
0,Data Scientist,$53K-$91K (Glassdoor est.),Tecolote Research,Albuquerque,NM,53000,91000,72000.0,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD)
1,Healthcare Data Scientist,$63K-$112K (Glassdoor est.),University of Maryland Medical System,Linthicum,MD,63000,112000,87500.0,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
2,Data Scientist,$80K-$90K (Glassdoor est.),KnowBe4,Clearwater,FL,80000,90000,85000.0,Security Services,Business Services,$100 to $500 million (USD)
3,Data Scientist,$56K-$97K (Glassdoor est.),PNNL,Richland,WA,56000,97000,76500.0,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
4,Data Scientist,$86K-$143K (Glassdoor est.),Affinity Solutions,New York,NY,86000,143000,114500.0,Advertising & Marketing,Business Services,Unknown / Non-Applicable
5,Data Scientist,$71K-$119K (Glassdoor est.),CyrusOne,Dallas,TX,71000,119000,95000.0,Real Estate,Real Estate,$1 to $2 billion (USD)
6,Data Scientist,$54K-$93K (Glassdoor est.),ClearOne Advantage,Baltimore,MD,54000,93000,73500.0,Banks & Credit Unions,Finance,Unknown / Non-Applicable
7,Data Scientist,$86K-$142K (Glassdoor est.),Logic20/20,San Jose,CA,86000,142000,114000.0,Consulting,Business Services,$25 to $50 million (USD)
8,Research Scientist,$38K-$84K (Glassdoor est.),Rochester Regional Health,Rochester,NY,38000,84000,61000.0,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
9,Data Scientist,$120K-$160K (Glassdoor est.),<intent>,New York,NY,120000,160000,140000.0,Internet,Information Technology,$100 to $500 million (USD)
10,Data Scientist,$126K-$201K (Glassdoor est.),Wish,San Jose,CA,126000,201000,163500.0,Other Retail Stores,Retail,$1 to $2 billion (USD)
11,Data Scientist,$64K-$106K (Glassdoor est.),ManTech,Chantilly,VA,64000,106000,85000.0,Research & Development,Business Services,$1 to $2 billion (USD)
12,Staff Data Scientist - Technology,$106K-$172K (Glassdoor est.),Walmart,Plano,TX,106000,172000,139000.0,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
13,Data Analyst,$46K-$85K (Glassdoor est.),Yesler,Seattle,WA,46000,85000,65500.0,Advertising & Marketing,Business Services,Unknown / Non-Applicable
14,Data Scientist,$83K-$144K (Glassdoor est.),Takeda Pharmaceuticals,Cambridge,MA,83000,144000,113500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
15,Data Engineer I,$102K-$190K (Glassdoor est.),Audible,Newark,NJ,102000,190000,146000.0,Motion Picture Production & Distribution,Media,Unknown / Non-Applicable
16,"Scientist I/II, Biology",$67K-$137K (Glassdoor est.),Blueprint Medicines,Cambridge,MA,67000,137000,102000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
17,Customer Data Scientist,$118K-$189K (Glassdoor est.),h2o.ai,Mountain View,CA,118000,189000,153500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
18,Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),Nuna,San Francisco,CA,110000,175000,142500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
19,Data Scientist,$64K-$111K (Glassdoor est.),Pinnacol Assurance,Denver,CO,64000,111000,87500.0,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
20,Data Scientist,$81K-$130K (Glassdoor est.),Porch,Seattle,WA,81000,130000,105500.0,Internet,Information Technology,Unknown / Non-Applicable
21,Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),Health IQ,Dallas,TX,73000,119000,96000.0,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
22,Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),Truckstop.com,Chicago,IL,86000,139000,112500.0,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable
23,Data Scientist,$63K-$105K (Glassdoor est.),SMC 3,Louisville,KY,63000,105000,84000.0,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD)
24,Data Scientist,$109K-$177K (Glassdoor est.),Novetta,Herndon,VA,109000,177000,143000.0,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
25,Digital Health Data Scientist,$63K-$110K (Glassdoor est.),Pfizer,Cambridge,MA,63000,110000,86500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
26,Data Scientist,$75K-$124K (Glassdoor est.),First Tech Federal Credit Union,Hillsboro,OR,75000,124000,99500.0,Banks & Credit Unions,Finance,$100 to $500 million (USD)
27,Associate Data Analyst,$34K-$61K (Glassdoor est.),The Hanover Insurance Group,Worcester,MA,34000,61000,47500.0,Insurance Carriers,Insurance,$5 to $10 billion (USD)
28,Clinical Data Scientist,$63K-$105K (Glassdoor est.),Pfizer,Groton,CT,63000,105000,84000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
29,Data Scientist,$80K-$90K (Glassdoor est.),KnowBe4,Clearwater,FL,80000,90000,85000.0,Security Services,Business Services,$100 to $500 million (USD)
30,Data Scientist,$56K-$97K (Glassdoor est.),PNNL,Richland,WA,56000,97000,76500.0,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
31,Data Scientist,$72K-$120K (Glassdoor est.),Amrock,Detroit,MI,72000,120000,96000.0,Real Estate,Real Estate,$500 million to $1 billion (USD)
32,Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),Novartis,Cambridge,MA,86000,143000,114500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
33,Data Scientist,$93K-$149K (Glassdoor est.),Juniper Networks,Sunnyvale,CA,93000,149000,121000.0,Telecommunications Services,Telecommunications,$2 to $5 billion (USD)
34,Data Scientist,$85K-$140K (Glassdoor est.),New England Biolabs,Ipswich,MA,85000,140000,112500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
35,Web Data Analyst,$77K-$135K (Glassdoor est.),Clarity Insights,San Jose,CA,77000,135000,106000.0,IT Services,Information Technology,Unknown / Non-Applicable
36,Data Scientist,$82K-$132K (Glassdoor est.),Esri,Redlands,CA,82000,132000,107000.0,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD)
37,Data Scientist,$83K-$137K (Glassdoor est.),Systems & Technology Research,Woburn,MA,83000,137000,110000.0,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
38,Senior Data Scientist,$115K-$180K (Glassdoor est.),Sartorius,Fremont,CA,115000,180000,147500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
39,Data Engineer,$74K-$138K (Glassdoor est.),Lancer Insurance,Long Beach,NY,74000,138000,106000.0,Insurance Carriers,Insurance,$100 to $500 million (USD)
40,Data Analyst,$64K-$112K (Glassdoor est.),Sauce Labs,San Francisco,CA,64000,112000,88000.0,IT Services,Information Technology,$50 to $100 million (USD)
41,Data Scientist - Algorithms & Inference,$110K-$175K (Glassdoor est.),Nuna,San Francisco,CA,110000,175000,142500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
42,Scientist,$52K-$113K (Glassdoor est.),Edgewell Personal Care,Allendale,NJ,52000,113000,82500.0,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
43,Senior Data Scientist,$110K-$150K(Employer est.),Equity Residential,Chicago,IL,110000,150000,130000.0,Real Estate,Real Estate,$2 to $5 billion (USD)
44,Data Scientist,Employer Provided Salary:$150K-$160K,BPA Services,Washington,DC,150000,160000,155000.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
45,Lead Data Scientist,$158K-$211K (Glassdoor est.),Visa Inc.,Bellevue,WA,158000,211000,184500.0,IT Services,Information Technology,$10+ billion (USD)
46,Associate Data Analyst,$20K-$39K (Glassdoor est.),Intrado,Longmont,CO,20000,39000,29500.0,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
47,Spectral Scientist/Engineer,$56K-$117K (Glassdoor est.),Centauri,Beavercreek,OH,56000,117000,86500.0,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
48,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),Caterpillar,Peoria,IL,63000,99000,81000.0,Industrial Manufacturing,Manufacturing,$10+ billion (USD)
49,Data Scientist,$68K-$114K (Glassdoor est.),Zimmerman Advertising,Fort Lauderdale,FL,68000,114000,91000.0,Advertising & Marketing,Business Services,Unknown / Non-Applicable
50,"Data Scientist, Office of Data Science",$86K-$143K (Glassdoor est.),Liberty Mutual Insurance,Boston,MA,86000,143000,114500.0,Insurance Carriers,Insurance,$10+ billion (USD)
51,Data Science Analyst,$41K-$95K (Glassdoor est.),"Torch Technologies, Inc.",Huntsville,AL,41000,95000,68000.0,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
52,Data Scientist,$86K-$144K (Glassdoor est.),Swiss Re,Armonk,NY,86000,144000,115000.0,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
53,Data Scientist,$80K-$139K (Glassdoor est.),Northrop Grumman,San Diego,CA,80000,139000,109500.0,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
54,Data Scientist,$56K-$95K (Glassdoor est.),Sartorius,Albuquerque,NM,56000,95000,75500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
55,Data Scientist,$120K-$189K (Glassdoor est.),Netskope,San Francisco,CA,120000,189000,154500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
56,Data Scientist,$111K-$176K (Glassdoor est.),1904labs,Saint Louis,MO,111000,176000,143500.0,IT Services,Information Technology,Unknown / Non-Applicable
57,Data Scientist,$54K-$93K (Glassdoor est.),ClearOne Advantage,Baltimore,MD,54000,93000,73500.0,Banks & Credit Unions,Finance,Unknown / Non-Applicable
58,Data Scientist,$71K-$119K (Glassdoor est.),CyrusOne,Dallas,TX,71000,119000,95000.0,Real Estate,Real Estate,$1 to $2 billion (USD)
59,Senior Data Scientist,$82K-$132K (Glassdoor est.),The David J. Joseph Company,Cincinnati,OH,82000,132000,107000.0,Metals Brokers,Mining & Metals,Unknown / Non-Applicable
60,Data Scientist,$84K-$146K (Glassdoor est.),USEReady,New York,NY,84000,146000,115000.0,Consulting,Business Services,$10 to $25 million (USD)
61,Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),Bill.com,Palo Alto,CA,107000,172000,139500.0,Financial Transaction Processing,Finance,$50 to $100 million (USD)
62,Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),Pacific Northwest National Laboratory,Richland,WA,49000,85000,67000.0,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
63,Data Scientist,$61K-$109K (Glassdoor est.),DICK'S Sporting Goods - Corporate,Coraopolis,PA,61000,109000,85000.0,Sporting Goods Stores,Retail,$5 to $10 billion (USD)
64,Data Scientist,$88K-$148K (Glassdoor est.),Berg Health,Framingham,MA,88000,148000,118000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD)
65,Data Scientist,$60K-$99K (Glassdoor est.),Oversight Systems,Atlanta,GA,60000,99000,79500.0,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
66,Data Scientist - Research,$41K-$72K (Glassdoor est.),C Space,Boston,MA,41000,72000,56500.0,Advertising & Marketing,Business Services,$100 to $500 million (USD)
67,Data Scientist,$96K-$161K (Glassdoor est.),"Numeric, LLC",Philadelphia,PA,96000,161000,128500.0,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
68,R&D Data Analysis Scientist,$65K-$130K (Glassdoor est.),HP Inc.,Vancouver,WA,65000,130000,97500.0,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
69,Analytics Consultant,$52K-$81K (Glassdoor est.),SpringML,Indianapolis,IN,52000,81000,66500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
70,"Director, Data Science",$139K-$220K (Glassdoor est.),Grainger,Lake Forest,IL,139000,220000,179500.0,Wholesale,Business Services,$10+ billion (USD)
71,Scientist,$50K-$102K (Glassdoor est.),EAG Laboratories,Maryland Heights,MO,50000,102000,76000.0,Research & Development,Business Services,$50 to $100 million (USD)
72,Data Scientist SR,$85K-$139K (Glassdoor est.),The Buffalo Group,Charlottesville,VA,85000,139000,112000.0,IT Services,Information Technology,$100 to $500 million (USD)
73,Data Scientist,$74K-$122K (Glassdoor est.),Carmeuse,Pittsburgh,PA,74000,122000,98000.0,Mining,Mining & Metals,$1 to $2 billion (USD)
74,R&D Sr Data Scientist,$99K-$157K (Glassdoor est.),HP Inc.,Vancouver,WA,99000,157000,128000.0,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
75,Customer Data Scientist/Sales Engineer (Bay,$79K-$222K (Glassdoor est.),h2o.ai,Mountain View,CA,79000,222000,150500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
76,Research Scientist,$57K-$118K (Glassdoor est.),GNS Healthcare,Cambridge,MA,57000,118000,87500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD)
77,Data Scientist,$83K-$137K (Glassdoor est.),Peraton,Chantilly,VA,83000,137000,110000.0,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
78,Data Scientist,$86K-$141K (Glassdoor est.),Pactera,San Jose,CA,86000,141000,113500.0,IT Services,Information Technology,$500 million to $1 billion (USD)
79,Data Scientist,$94K-$154K (Glassdoor est.),Nurx,San Francisco,CA,94000,154000,124000.0,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD)
80,Jr. Business Data Analyst,$37K-$76K (Glassdoor est.),webfx.com,Harrisburg,PA,37000,76000,56500.0,Advertising & Marketing,Business Services,$25 to $50 million (USD)
81,Data Scientist,$100K-$160K (Glassdoor est.),Johns Hopkins University Applied Physics Laboratory,Laurel,MD,100000,160000,130000.0,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD)
82,Data Analyst,$55K-$100K (Glassdoor est.),Productive Edge,Chicago,IL,55000,100000,77500.0,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
83,Data Engineer,$60K-$114K (Glassdoor est.),Excella Consulting,Arlington,VA,60000,114000,87000.0,Consulting,Business Services,$50 to $100 million (USD)
84,Data Analyst,$39K-$68K (Glassdoor est.),Gensco,Tacoma,WA,39000,68000,53500.0,Wholesale,Business Services,$100 to $500 million (USD)
85,Staff Data Scientist - Technology,$106K-$172K (Glassdoor est.),Walmart,Plano,TX,106000,172000,139000.0,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD)
86,Data Scientist,$86K-$142K (Glassdoor est.),Logic20/20,San Jose,CA,86000,142000,114000.0,Consulting,Business Services,$25 to $50 million (USD)
87,Data Scientist,$64K-$107K (Glassdoor est.),goTRG,Miami,FL,64000,107000,85500.0,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
88,Data Management Specialist,$31K-$65K (Glassdoor est.),NMR Consulting,Huntsville,AL,31000,65000,48000.0,IT Services,Information Technology,$25 to $50 million (USD)
89,E-Commerce Data Analyst,$34K-$62K (Glassdoor est.),iSeatz,New Orleans,LA,34000,62000,48000.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
90,Sr. Scientist II,$117K-$231K (Glassdoor est.),Nektar Therapeutics,San Francisco,CA,117000,231000,174000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
91,Insurance Data Scientist,$64K-$106K (Glassdoor est.),TransUnion,Atlanta,GA,64000,106000,85000.0,Financial Analytics & Research,Finance,$1 to $2 billion (USD)
92,Data Modeler,$79K-$134K (Glassdoor est.),IT Concepts,Landover,MD,79000,134000,106500.0,IT Services,Information Technology,$10 to $25 million (USD)
93,Data Analyst / Scientist,$52K-$93K (Glassdoor est.),Scientific Research Corporation,Patuxent River,MD,52000,93000,72500.0,IT Services,Information Technology,$100 to $500 million (USD)
94,Scientist,$55K-$116K (Glassdoor est.),General Dynamics Information Technology,Suitland,MD,55000,116000,85500.0,IT Services,Information Technology,$10+ billion (USD)
95,Data Scientist,$72K-$123K (Glassdoor est.),MITRE,McLean,VA,72000,123000,97500.0,Federal Agencies,Government,$1 to $2 billion (USD)
96,Data Scientist,$74K-$124K (Glassdoor est.),The Buffalo Group,Fort Belvoir,VA,74000,124000,99000.0,IT Services,Information Technology,$100 to $500 million (USD)
97,Data Analyst,$40K-$73K (Glassdoor est.),DentaQuest,Milwaukee,WI,40000,73000,56500.0,Insurance Carriers,Insurance,$2 to $5 billion (USD)
98,Lead Data Scientist,$102K-$164K (Glassdoor est.),Redjack,Silver Spring,MD,102000,164000,133000.0,IT Services,Information Technology,Unknown / Non-Applicable
99,Data Scientist,$89K-$153K (Glassdoor est.),7Park Data,New York,NY,89000,153000,121000.0,Research & Development,Business Services,Unknown / Non-Applicable
100,Data Scientist,$61K-$110K (Glassdoor est.),Rapid Response Monitoring,Syracuse,NY,61000,110000,85500.0,Security Services,Business Services,Unknown / Non-Applicable
101,"Data Scientist, Rice University",$65K-$110K (Glassdoor est.),Trilogy Ed,Houston,TX,65000,110000,87500.0,Education Training Services,Education,Unknown / Non-Applicable
102,Senior Data Scientist,$200K-$275K(Employer est.),Gallup,Washington,DC,200000,275000,237500.0,Consulting,Business Services,Unknown / Non-Applicable
103,Data Engineer,$68K-$123K (Glassdoor est.),CapTech,Charlotte,NC,68000,123000,95500.0,IT Services,Information Technology,$100 to $500 million (USD)
104,Senior Data Scientist,$80K-$129K (Glassdoor est.),American Axle & Manufacturing,Southfield,MI,80000,129000,104500.0,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
105,Financial Data Analyst,$41K-$72K (Glassdoor est.),CentralReach,Matawan,NJ,41000,72000,56500.0,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
106,Senior Data Analyst,$39K-$71K (Glassdoor est.),Integrate,Phoenix,AZ,39000,71000,55000.0,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
107,Research Scientist,$38K-$85K (Glassdoor est.),Boys Town Hospital,Omaha,NE,38000,85000,61500.0,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
108,Data Scientist,$121K-$193K (Glassdoor est.),Demandbase,San Francisco,CA,121000,193000,157000.0,Computer Hardware & Software,Information Technology,$100 to $500 million (USD)
109,Data Engineer,$54K-$102K (Glassdoor est.),Sapphire Digital,Lyndhurst,NJ,54000,102000,78000.0,Internet,Information Technology,Unknown / Non-Applicable
110,Data Scientist,$83K-$144K (Glassdoor est.),Takeda Pharmaceuticals,Cambridge,MA,83000,144000,113500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
111,Data Scientist,$120K-$160K (Glassdoor est.),<intent>,New York,NY,120000,160000,140000.0,Internet,Information Technology,$100 to $500 million (USD)
112,Data Scientist,$102K-$163K (Glassdoor est.),Formation,San Francisco,CA,102000,163000,132500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
113,Data Engineer,$76K-$140K (Glassdoor est.),Autodesk,San Francisco,CA,76000,140000,108000.0,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
114,Ag Data Scientist,$60K-$101K (Glassdoor est.),Beck's Hybrids,Atlanta,IN,60000,101000,80500.0,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD)
115,Data Scientist,$82K-$133K (Glassdoor est.),DrFirst,Rockville,MD,82000,133000,107500.0,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
116,Data Engineer,$65K-$125K (Glassdoor est.),Object Partners,Minneapolis,MN,65000,125000,95000.0,Consulting,Business Services,$25 to $50 million (USD)
117,Data Scientist II,$91K-$148K (Glassdoor est.),L.A. Care Health Plan,Los Angeles,CA,91000,148000,119500.0,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
118,Senior Data Engineer,$95K-$173K (Glassdoor est.),Red Ventures,Charlotte,NC,95000,173000,134000.0,Advertising & Marketing,Business Services,$1 to $2 billion (USD)
119,Data Scientist,$77K-$124K (Glassdoor est.),Quick Base,Cambridge,MA,77000,124000,100500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
120,Data Scientist,$80K-$135K (Glassdoor est.),The E.W. Scripps Company,Cincinnati,OH,80000,135000,107500.0,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD)
121,Data Engineer,$85K-$159K (Glassdoor est.),Upside Business Travel,Washington,DC,85000,159000,122000.0,Internet,Information Technology,Unknown / Non-Applicable
122,Data Engineer,$80K-$105K(Employer est.),Equity Residential,Chicago,IL,80000,105000,92500.0,Real Estate,Real Estate,$2 to $5 billion (USD)
123,Data Analyst,$43K-$81K (Glassdoor est.),Synagro,Baltimore,MD,43000,81000,62000.0,Research & Development,Business Services,$100 to $500 million (USD)
124,Project Scientist,$29K-$50K (Glassdoor est.),Alliance Source Testing,Alabaster,AL,29000,50000,39500.0,Architectural & Engineering Services,Business Services,$25 to $50 million (USD)
125,Data Scientist,$82K-$133K (Glassdoor est.),Accuride International,Los Angeles,CA,82000,133000,107500.0,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD)
126,Data Analytics Manager,$26K-$55K (Glassdoor est.),Full Potential Solutions,Kansas City,MO,26000,55000,40500.0,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
127,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,$61K-$118K (Glassdoor est.),Visa Inc.,Ashburn,VA,61000,118000,89500.0,IT Services,Information Technology,$10+ billion (USD)
128,Data Scientist,$60K-$102K (Glassdoor est.),Maven Wave Partners,Chicago,IL,60000,102000,81000.0,Consulting,Business Services,$50 to $100 million (USD)
129,Senior Data Scientist,$112K-$182K (Glassdoor est.),Novetta,Herndon,VA,112000,182000,147000.0,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
130,Data Scientist,$64K-$106K (Glassdoor est.),"First Command Financial Services, Inc.",Fort Worth,TX,64000,106000,85000.0,Brokerage Services,Finance,$100 to $500 million (USD)
131,Associate Scientist,$51K-$112K (Glassdoor est.),Pharmavite,Valencia,CA,51000,112000,81500.0,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD)
132,"Scientist 2, QC Viral Vector",$113K-$223K (Glassdoor est.),BioMarin Pharmaceutical,Novato,CA,113000,223000,168000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
133,Machine Learning Engineer,$72K-$129K (Glassdoor est.),Stratagem Group,Aurora,CO,72000,129000,100500.0,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
134,Data Scientist/ML Engineer,$71K-$123K (Glassdoor est.),PA Consulting,New York,NY,71000,123000,97000.0,Consulting,Business Services,$100 to $500 million (USD)
135,Data Scientist,$64K-$106K (Glassdoor est.),ManTech,Chantilly,VA,64000,106000,85000.0,Research & Development,Business Services,$1 to $2 billion (USD)
136,Customer Data Scientist,$118K-$189K (Glassdoor est.),h2o.ai,Mountain View,CA,118000,189000,153500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
137,Data Engineer,Employer Provided Salary:$120K-$145K,Gridiron IT,Tampa,FL,120000,145000,132500.0,IT Services,Information Technology,Unknown / Non-Applicable
138,Data Engineer,$80K-$120K (Glassdoor est.),Productive Edge,Chicago,IL,80000,120000,100000.0,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
139,Sr. Data Scientist,$80K-$130K (Glassdoor est.),Evolve Vacation Rental,Denver,CO,80000,130000,105000.0,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable
140,Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),The Church of Jesus Christ of Latter-day Saints,Riverton,UT,59000,115000,87000.0,Religious Organizations,Non-Profit,Unknown / Non-Applicable
141,Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),Maximus Real Estate Partners,San Francisco,CA,71000,136000,103500.0,Real Estate,Real Estate,Unknown / Non-Applicable
142,Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),Software Engineering Institute,Pittsburgh,PA,81000,167000,124000.0,Colleges & Universities,Education,Unknown / Non-Applicable
143,Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),PNNL,Richland,WA,49000,85000,67000.0,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
144,Data Engineer,$60K-$114K (Glassdoor est.),AVANADE,Washington,DC,60000,114000,87000.0,IT Services,Information Technology,$2 to $5 billion (USD)
145,Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),h2o.ai,Chicago,IL,71000,204000,137500.0,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
146,Lead Data Scientist,$75K-$125K (Glassdoor est.),PatientPoint,Cincinnati,OH,75000,125000,100000.0,Advertising & Marketing,Business Services,$100 to $500 million (USD)
147,MongoDB Data Engineer II,$77K-$136K (Glassdoor est.),BlueCross BlueShield of Tennessee,Chattanooga,TN,77000,136000,106500.0,Insurance Carriers,Insurance,$5 to $10 billion (USD)
148,Senior Data Scientist Statistics,$74K-$123K (Glassdoor est.),PNNL,Richland,WA,74000,123000,98500.0,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
149,Senior Data Analyst,$44K-$78K (Glassdoor est.),KnowBe4,Clearwater,FL,44000,78000,61000.0,Security Services,Business Services,$100 to $500 million (USD)
150,Senior Spark Engineer (Data Science),$65K-$148K (Glassdoor est.),KSM Consulting,Indianapolis,IN,65000,148000,106500.0,Consulting,Business Services,Unknown / Non-Applicable
151,Data Engineer,$59K-$110K (Glassdoor est.),Cogo Labs,Cambridge,MA,59000,110000,84500.0,Internet,Information Technology,Unknown / Non-Applicable
152,BI & Platform Analytics Manager,$85K-$134K (Glassdoor est.),Church & Dwight,Ewing,NJ,85000,134000,109500.0,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
153,Lead Data Scientist,$124K-$204K (Glassdoor est.),MassMutual,Boston,MA,124000,204000,164000.0,Insurance Carriers,Insurance,$10+ billion (USD)
154,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K (Glassdoor est.),Genentech,South San Francisco,CA,131000,207000,169000.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
155,Senior Data Scientist,$110K-$174K (Glassdoor est.),Juniper Networks,Cupertino,CA,110000,174000,142000.0,Telecommunications Services,Telecommunications,$2 to $5 billion (USD)
156,Pricipal Scientist Molecular and cellular biologist,$52K-$101K (Glassdoor est.),Takeda Pharmaceuticals,Boston,MA,52000,101000,76500.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
157,"Data Scientist (Actuary, FSA or ASA)",$81K-$133K (Glassdoor est.),Legal & General America,Frederick,MD,81000,133000,107000.0,Insurance Carriers,Insurance,$500 million to $1 billion (USD)
158,Staff Data Scientist,$132K-$211K (Glassdoor est.),Western Digital,San Jose,CA,132000,211000,171500.0,Computer Hardware & Software,Information Technology,$10+ billion (USD)
159,Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),Health IQ,Dallas,TX,73000,119000,96000.0,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable
